country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year;  gdp_for_year ($)  ;gdp_per_capita ($);generation
Albania;2000;female;75+ years;2;37.800;5;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;G.I. Generation
Albania;2007;female;75+ years;3;57.404;5;Albania2007;; $10.701.011.897 ; $3.863,00 ;Silent
Albania;2007;male;25-34 years;9;172.494;5;Albania2007;; $10.701.011.897 ; $3.863,00 ;Generation X
Albania;1987;male;35-54 years;16;308.000;5;Albania1987;; $2.156.624.900 ; $796,00 ;Silent
Albania;2002;female;15-24 years;14;275.970;5;Albania2002;; $4.435.078.648 ; $1.573,00 ;Millenials
Albania;1995;male;55-74 years;9;178.000;5;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Silent
Albania;2010;male;25-34 years;9;179.720;5;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Generation X
Albania;1994;female;75+ years;2;39.900;5;Albania1994;; $1.985.673.798 ; $697,00 ;G.I. Generation
Albania;2004;female;25-34 years;11;222.389;5;Albania2004;; $7.314.865.176 ; $2.544,00 ;Generation X
Albania;2003;female;15-24 years;14;283.709;5;Albania2003;; $5.746.945.913 ; $2.021,00 ;Millenials
Albania;2008;female;25-34 years;9;182.663;5;Albania2008;; $12.881.352.688 ; $4.672,00 ;Generation X
Albania;1998;male;55-74 years;9;183.800;5;Albania1998;; $2.707.123.772 ; $899,00 ;Silent
Albania;1995;female;75+ years;2;40.800;5;Albania1995;0,62; $2.424.499.009 ; $835,00 ;G.I. Generation
Albania;1996;female;75+ years;2;41.200;5;Albania1996;; $3.314.898.292 ; $1.127,00 ;G.I. Generation
Albania;1987;female;15-24 years;14;289.700;5;Albania1987;; $2.156.624.900 ; $796,00 ;Generation X
Albania;2004;male;55-74 years;10;207.202;5;Albania2004;; $7.314.865.176 ; $2.544,00 ;Silent
Albania;2008;female;35-54 years;19;393.832;5;Albania2008;; $12.881.352.688 ; $4.672,00 ;Boomers
Albania;1997;female;75+ years;2;42.100;5;Albania1997;; $2.359.903.108 ; $793,00 ;G.I. Generation
Albania;1989;male;35-54 years;15;318.400;5;Albania1989;; $2.335.124.988 ; $833,00 ;Silent
Albania;1999;female;25-34 years;13;276.500;5;Albania1999;; $3.414.760.915 ; $1.127,00 ;Generation X
Albania;2007;female;15-24 years;13;281.080;5;Albania2007;; $10.701.011.897 ; $3.863,00 ;Millenials
Albania;2003;female;55-74 years;9;195.699;5;Albania2003;; $5.746.945.913 ; $2.021,00 ;Silent
Albania;1995;female;15-24 years;13;283.500;5;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Generation X
Albania;1987;male;75+ years;1;21.800;5;Albania1987;; $2.156.624.900 ; $796,00 ;G.I. Generation
Albania;1995;male;15-24 years;11;241.200;5;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Generation X
Albania;2007;male;15-24 years;13;288.349;5;Albania2007;; $10.701.011.897 ; $3.863,00 ;Millenials
Albania;2008;male;75+ years;2;44.574;4;Albania2008;; $12.881.352.688 ; $4.672,00 ;Silent
Albania;1988;male;75+ years;1;22.300;4;Albania1988;; $2.126.000.000 ; $769,00 ;G.I. Generation
Albania;1988;male;35-54 years;14;314.100;4;Albania1988;; $2.126.000.000 ; $769,00 ;Silent
Albania;2003;male;25-34 years;9;205.433;4;Albania2003;; $5.746.945.913 ; $2.021,00 ;Generation X
Albania;2007;female;25-34 years;8;183.629;4;Albania2007;; $10.701.011.897 ; $3.863,00 ;Generation X
Albania;2004;female;35-54 years;17;391.436;4;Albania2004;; $7.314.865.176 ; $2.544,00 ;Boomers
Albania;1993;male;55-74 years;7;165.000;4;Albania1993;; $1.228.071.038 ; $437,00 ;Silent
Albania;2001;female;75+ years;2;47.254;4;Albania2001;; $4.060.758.804 ; $1.451,00 ;Silent
Albania;1989;male;55-74 years;6;142.100;4;Albania1989;; $2.335.124.988 ; $833,00 ;G.I. Generation
Albania;1993;male;75+ years;1;24.200;4;Albania1993;; $1.228.071.038 ; $437,00 ;G.I. Generation
Albania;2007;female;55-74 years;9;221.120;4;Albania2007;; $10.701.011.897 ; $3.863,00 ;Silent
Albania;2003;female;25-34 years;9;222.941;4;Albania2003;; $5.746.945.913 ; $2.021,00 ;Generation X
Albania;2000;male;75+ years;1;24.900;4;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;G.I. Generation
Albania;2002;female;35-54 years;15;375.113;4;Albania2002;; $4.435.078.648 ; $1.573,00 ;Boomers
Albania;1995;male;75+ years;1;25.100;4;Albania1995;0,62; $2.424.499.009 ; $835,00 ;G.I. Generation
Albania;2010;male;75+ years;2;50.767;4;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Silent
Albania;2001;male;15-24 years;10;256.039;4;Albania2001;; $4.060.758.804 ; $1.451,00 ;Millenials
Albania;1993;male;25-34 years;9;230.100;4;Albania1993;; $1.228.071.038 ; $437,00 ;Boomers
Albania;2008;male;15-24 years;11;286.702;4;Albania2008;; $12.881.352.688 ; $4.672,00 ;Millenials
Albania;1996;female;25-34 years;10;267.900;4;Albania1996;; $3.314.898.292 ; $1.127,00 ;Generation X
Albania;1995;male;35-54 years;14;375.900;4;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Boomers
Albania;1989;male;15-24 years;12;323.500;4;Albania1989;; $2.335.124.988 ; $833,00 ;Generation X
Albania;1998;female;25-34 years;10;275.300;4;Albania1998;; $2.707.123.772 ; $899,00 ;Generation X
Albania;2010;male;15-24 years;10;279.508;4;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Millenials
Albania;2007;female;35-54 years;14;391.811;4;Albania2007;; $10.701.011.897 ; $3.863,00 ;Boomers
Albania;1993;female;15-24 years;10;285.300;4;Albania1993;; $1.228.071.038 ; $437,00 ;Generation X
Albania;1992;male;35-54 years;12;343.800;3;Albania1992;; $709.452.584 ; $251,00 ;Boomers
Albania;2003;female;35-54 years;13;381.760;3;Albania2003;; $5.746.945.913 ; $2.021,00 ;Boomers
Albania;1992;male;15-24 years;9;263.700;3;Albania1992;; $709.452.584 ; $251,00 ;Generation X
Albania;2001;female;15-24 years;9;271.359;3;Albania2001;; $4.060.758.804 ; $1.451,00 ;Millenials
Albania;1987;male;25-34 years;9;274.300;3;Albania1987;; $2.156.624.900 ; $796,00 ;Boomers
Albania;2010;female;25-34 years;6;183.579;3;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Generation X
Albania;2001;female;35-54 years;12;370.191;3;Albania2001;; $4.060.758.804 ; $1.451,00 ;Boomers
Albania;2001;male;75+ years;1;31.044;3;Albania2001;; $4.060.758.804 ; $1.451,00 ;Silent
Albania;1998;female;55-74 years;6;188.200;3;Albania1998;; $2.707.123.772 ; $899,00 ;Silent
Albania;1999;female;55-74 years;6;188.800;3;Albania1999;; $3.414.760.915 ; $1.127,00 ;Silent
Albania;1996;male;35-54 years;12;379.600;3;Albania1996;; $3.314.898.292 ; $1.127,00 ;Boomers
Albania;2001;female;55-74 years;6;189.799;3;Albania2001;; $4.060.758.804 ; $1.451,00 ;Silent
Albania;2002;female;25-34 years;7;223.685;3;Albania2002;; $4.435.078.648 ; $1.573,00 ;Generation X
Albania;1992;male;55-74 years;5;159.500;3;Albania1992;; $709.452.584 ; $251,00 ;Silent
Albania;2010;female;75+ years;2;64.415;3;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Silent
Albania;2008;female;55-74 years;7;226.448;3;Albania2008;; $12.881.352.688 ; $4.672,00 ;Silent
Albania;2003;male;75+ years;1;32.667;3;Albania2003;; $5.746.945.913 ; $2.021,00 ;Silent
Albania;2010;female;35-54 years;12;394.593;3;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Generation X
Albania;2010;female;55-74 years;7;241.491;3;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Silent
Albania;1993;male;35-54 years;10;350.300;3;Albania1993;; $1.228.071.038 ; $437,00 ;Boomers
Albania;1992;male;25-34 years;7;245.500;3;Albania1992;; $709.452.584 ; $251,00 ;Boomers
Albania;1988;male;55-74 years;4;140.200;3;Albania1988;; $2.126.000.000 ; $769,00 ;G.I. Generation
Albania;1987;female;75+ years;1;35.600;3;Albania1987;; $2.156.624.900 ; $796,00 ;G.I. Generation
Albania;1988;female;15-24 years;8;295.600;3;Albania1988;; $2.126.000.000 ; $769,00 ;Generation X
Albania;1993;female;25-34 years;7;261.800;3;Albania1993;; $1.228.071.038 ; $437,00 ;Boomers
Albania;2008;male;5-14 years;7;262.464;3;Albania2008;; $12.881.352.688 ; $4.672,00 ;Generation Z
Albania;1995;female;25-34 years;7;264.000;3;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Generation X
Albania;1994;male;25-34 years;6;231.400;3;Albania1994;; $1.985.673.798 ; $697,00 ;Boomers
Albania;1996;female;35-54 years;9;362.000;2;Albania1996;; $3.314.898.292 ; $1.127,00 ;Boomers
Albania;1994;male;35-54 years;9;362.800;2;Albania1994;; $1.985.673.798 ; $697,00 ;Boomers
Albania;1994;male;15-24 years;6;242.200;2;Albania1994;; $1.985.673.798 ; $697,00 ;Generation X
Albania;1989;female;35-54 years;7;288.600;2;Albania1989;; $2.335.124.988 ; $833,00 ;Silent
Albania;1998;female;35-54 years;9;372.100;2;Albania1998;; $2.707.123.772 ; $899,00 ;Boomers
Albania;1992;female;15-24 years;7;292.400;2;Albania1992;; $709.452.584 ; $251,00 ;Generation X
Albania;2010;female;15-24 years;6;263.581;2;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Millenials
Albania;2000;female;15-24 years;6;263.900;2;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Generation X
Albania;1995;female;35-54 years;8;356.400;2;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Boomers
Albania;1987;female;35-54 years;6;278.800;2;Albania1987;; $2.156.624.900 ; $796,00 ;Silent
Albania;1994;female;15-24 years;6;282.600;2;Albania1994;; $1.985.673.798 ; $697,00 ;Generation X
Albania;1993;female;35-54 years;7;331.200;2;Albania1993;; $1.228.071.038 ; $437,00 ;Boomers
Albania;2002;female;75+ years;1;47.407;2;Albania2002;; $4.435.078.648 ; $1.573,00 ;Silent
Albania;2002;female;55-74 years;4;191.712;2;Albania2002;; $4.435.078.648 ; $1.573,00 ;Silent
Albania;2000;male;15-24 years;5;240.000;2;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Generation X
Albania;1988;female;55-74 years;3;147.500;2;Albania1988;; $2.126.000.000 ; $769,00 ;G.I. Generation
Albania;1988;female;25-34 years;5;262.400;2;Albania1988;; $2.126.000.000 ; $769,00 ;Boomers
Albania;1997;female;35-54 years;7;370.100;2;Albania1997;; $2.359.903.108 ; $793,00 ;Boomers
Albania;2001;male;5-14 years;6;321.556;2;Albania2001;; $4.060.758.804 ; $1.451,00 ;Millenials
Albania;2001;female;25-34 years;4;222.771;2;Albania2001;; $4.060.758.804 ; $1.451,00 ;Generation X
Albania;1988;male;25-34 years;5;279.900;2;Albania1988;; $2.126.000.000 ; $769,00 ;Boomers
Albania;1989;female;15-24 years;5;299.900;2;Albania1989;; $2.335.124.988 ; $833,00 ;Generation X
Albania;1996;male;55-74 years;3;179.900;2;Albania1996;; $3.314.898.292 ; $1.127,00 ;Silent
Albania;1997;female;5-14 years;6;361.800;2;Albania1997;; $2.359.903.108 ; $793,00 ;Millenials
Albania;1995;male;5-14 years;6;376.500;2;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Millenials
Albania;1987;female;25-34 years;4;257.200;2;Albania1987;; $2.156.624.900 ; $796,00 ;Boomers
Albania;1994;female;25-34 years;4;261.100;2;Albania1994;; $1.985.673.798 ; $697,00 ;Boomers
Albania;2000;female;35-54 years;5;332.200;2;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Boomers
Albania;1992;female;25-34 years;4;267.400;2;Albania1992;; $709.452.584 ; $251,00 ;Boomers
Albania;2007;male;5-14 years;4;272.497;1;Albania2007;; $10.701.011.897 ; $3.863,00 ;Generation Z
Albania;2004;female;55-74 years;3;203.841;1;Albania2004;; $7.314.865.176 ; $2.544,00 ;Silent
Albania;1988;female;35-54 years;4;284.500;1;Albania1988;; $2.126.000.000 ; $769,00 ;Silent
Albania;1999;female;35-54 years;5;373.600;1;Albania1999;; $3.414.760.915 ; $1.127,00 ;Boomers
Albania;2003;male;5-14 years;4;313.204;1;Albania2003;; $5.746.945.913 ; $2.021,00 ;Millenials
Albania;2000;female;25-34 years;3;245.800;1;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Generation X
Albania;1993;female;55-74 years;2;169.500;1;Albania1993;; $1.228.071.038 ; $437,00 ;Silent
Albania;1995;female;55-74 years;2;180.400;1;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Silent
Albania;2000;male;35-54 years;4;374.700;1;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Boomers
Albania;1997;male;5-14 years;4;381.500;1;Albania1997;; $2.359.903.108 ; $793,00 ;Millenials
Albania;2004;female;5-14 years;3;286.705;1;Albania2004;; $7.314.865.176 ; $2.544,00 ;Millenials
Albania;2010;female;5-14 years;2;223.969;1;Albania2010;0,72; $11.926.953.259 ; $4.359,00 ;Generation Z
Albania;1989;female;25-34 years;2;266.300;1;Albania1989;; $2.335.124.988 ; $833,00 ;Boomers
Albania;1987;male;55-74 years;1;137.500;1;Albania1987;; $2.156.624.900 ; $796,00 ;G.I. Generation
Albania;1989;female;55-74 years;1;149.600;1;Albania1989;; $2.335.124.988 ; $833,00 ;G.I. Generation
Albania;2001;female;5-14 years;2;307.356;1;Albania2001;; $4.060.758.804 ; $1.451,00 ;Millenials
Albania;1992;female;35-54 years;2;323.100;1;Albania1992;; $709.452.584 ; $251,00 ;Boomers
Albania;1992;female;55-74 years;1;164.900;1;Albania1992;; $709.452.584 ; $251,00 ;Silent
Albania;1994;female;35-54 years;2;342.500;1;Albania1994;; $1.985.673.798 ; $697,00 ;Boomers
Albania;1995;female;5-14 years;2;348.700;1;Albania1995;0,62; $2.424.499.009 ; $835,00 ;Millenials
Albania;1994;female;55-74 years;1;174.600;1;Albania1994;; $1.985.673.798 ; $697,00 ;Silent
Albania;1996;female;55-74 years;1;183.100;1;Albania1996;; $3.314.898.292 ; $1.127,00 ;Silent
Albania;1996;male;5-14 years;2;380.400;1;Albania1996;; $3.314.898.292 ; $1.127,00 ;Millenials
Albania;1998;male;5-14 years;2;388.400;1;Albania1998;; $2.707.123.772 ; $899,00 ;Millenials
Albania;2008;female;5-14 years;1;246.288;0;Albania2008;; $12.881.352.688 ; $4.672,00 ;Generation Z
Albania;2002;female;5-14 years;1;304.850;0;Albania2002;; $4.435.078.648 ; $1.573,00 ;Millenials
Albania;2004;male;5-14 years;1;302.181;0;Albania2004;; $7.314.865.176 ; $2.544,00 ;Millenials
Albania;2002;male;5-14 years;1;319.473;0;Albania2002;; $4.435.078.648 ; $1.573,00 ;Millenials
Albania;1993;female;5-14 years;1;340.300;0;Albania1993;; $1.228.071.038 ; $437,00 ;Millenials
Albania;1996;female;5-14 years;1;354.100;0;Albania1996;; $3.314.898.292 ; $1.127,00 ;Millenials
Albania;1993;male;5-14 years;1;367.000;0;Albania1993;; $1.228.071.038 ; $437,00 ;Millenials
Albania;1994;male;5-14 years;1;371.800;0;Albania1994;; $1.985.673.798 ; $697,00 ;Millenials
Albania;1998;female;5-14 years;1;363.800;0;Albania1998;; $2.707.123.772 ; $899,00 ;Millenials
Albania;1999;female;5-14 years;1;365.200;0;Albania1999;; $3.414.760.915 ; $1.127,00 ;Millenials
Albania;2000;male;5-14 years;1;374.900;0;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Millenials
Albania;1987;female;5-14 years;0;311.000;0;Albania1987;; $2.156.624.900 ; $796,00 ;Generation X
Albania;1987;female;55-74 years;0;144.600;0;Albania1987;; $2.156.624.900 ; $796,00 ;G.I. Generation
Albania;1987;male;5-14 years;0;338.200;0;Albania1987;; $2.156.624.900 ; $796,00 ;Generation X
Albania;1988;female;5-14 years;0;317.200;0;Albania1988;; $2.126.000.000 ; $769,00 ;Generation X
Albania;1988;male;5-14 years;0;345.000;0;Albania1988;; $2.126.000.000 ; $769,00 ;Generation X
Albania;1989;female;5-14 years;0;321.900;0;Albania1989;; $2.335.124.988 ; $833,00 ;Generation X
Albania;1989;female;75+ years;0;37.000;0;Albania1989;; $2.335.124.988 ; $833,00 ;G.I. Generation
Albania;1989;male;5-14 years;0;349.700;0;Albania1989;; $2.335.124.988 ; $833,00 ;Generation X
Albania;1992;female;5-14 years;0;336.700;0;Albania1992;; $709.452.584 ; $251,00 ;Millenials
Albania;1992;female;75+ years;0;38.700;0;Albania1992;; $709.452.584 ; $251,00 ;G.I. Generation
Albania;1992;male;5-14 years;0;362.900;0;Albania1992;; $709.452.584 ; $251,00 ;Millenials
Albania;1992;male;75+ years;0;23.900;0;Albania1992;; $709.452.584 ; $251,00 ;G.I. Generation
Albania;1993;female;75+ years;0;39.300;0;Albania1993;; $1.228.071.038 ; $437,00 ;G.I. Generation
Albania;1994;female;5-14 years;0;344.400;0;Albania1994;; $1.985.673.798 ; $697,00 ;Millenials
Albania;1997;female;55-74 years;0;187.000;0;Albania1997;; $2.359.903.108 ; $793,00 ;Silent
Albania;1998;female;75+ years;0;42.300;0;Albania1998;; $2.707.123.772 ; $899,00 ;G.I. Generation
Albania;1999;male;5-14 years;0;391.300;0;Albania1999;; $3.414.760.915 ; $1.127,00 ;Millenials
Albania;2000;female;5-14 years;0;324.700;0;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Millenials
Albania;2000;female;55-74 years;0;168.000;0;Albania2000;0,66; $3.632.043.908 ; $1.299,00 ;Silent
Albania;2003;female;5-14 years;0;298.477;0;Albania2003;; $5.746.945.913 ; $2.021,00 ;Millenials
Albania;2005;female;15-24 years;0;281.922;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Millenials
Albania;2005;female;25-34 years;0;190.745;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Generation X
Albania;2005;female;35-54 years;0;386.513;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Boomers
Albania;2005;female;5-14 years;0;276.559;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Millenials
Albania;2005;female;55-74 years;0;210.998;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Silent
Albania;2005;female;75+ years;0;53.191;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Silent
Albania;2005;male;15-24 years;0;281.675;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Millenials
Albania;2005;male;25-34 years;0;177.519;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Generation X
Albania;2005;male;35-54 years;0;380.242;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Boomers
Albania;2005;male;5-14 years;0;291.367;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Millenials
Albania;2005;male;55-74 years;0;214.118;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Silent
Albania;2005;male;75+ years;0;38.471;0;Albania2005;0,7; $8.158.548.717 ; $2.931,00 ;Silent
Albania;2006;female;15-24 years;0;283.138;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Millenials
Albania;2006;female;25-34 years;0;186.391;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Generation X
Albania;2006;female;35-54 years;0;388.746;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Boomers
Albania;2006;female;5-14 years;0;267.316;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Millenials
Albania;2006;female;55-74 years;0;215.907;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Silent
Albania;2006;female;75+ years;0;56.011;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Silent
Albania;2006;male;15-24 years;0;286.679;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Millenials
Albania;2006;male;25-34 years;0;174.092;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Generation X
Albania;2006;male;35-54 years;0;379.076;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Boomers
Albania;2006;male;5-14 years;0;282.678;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Millenials
Albania;2006;male;55-74 years;0;219.360;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Silent
Albania;2006;male;75+ years;0;40.782;0;Albania2006;; $8.992.642.349 ; $3.235,00 ;Silent
Albania;2007;female;5-14 years;0;256.808;0;Albania2007;; $10.701.011.897 ; $3.863,00 ;Generation Z
Albania;2009;female;15-24 years;0;270.003;0;Albania2009;; $12.044.212.904 ; $4.387,00 ;Millenials
Albania;2009;female;25-34 years;0;182.712;0;Albania2009;; $12.044.212.904 ; $4.387,00 ;Generation X
Albania;2009;female;35-54 years;0;394.286;0;Albania2009;; $12.044.212.904 ; $4.387,00 ;Boomers
